t,x,y,z,tx1,tx2,tx3,tx4,tx5,tx6,tx7,tx8,tx9,tx10,tx11,tx12,tx13,tx14,tx15,tx16,tx17,tx18,tx19,tx20,tx21,tx22,tx23,tx24,tx25
1667898619948.0,-548.55,-92.87,98.44,-74.0,-69.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-70.0,-255.0
1667898620064.0,-554.46,-97.75,97.71,-74.0,-255.0,-255.0,-62.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-67.0
1667898620182.0,-565.07,-111.71,94.87,-55.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-39.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0
1667898620299.0,-576.63,-129.83,93.46,-41.0,-70.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-52.0,-255.0,-255.0,-72.0,-255.0,-255.0,-74.0,-255.0,-255.0
1667898620420.0,-587.4,-157.9,97.67,-73.0,-73.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-65.0,-70.0,-255.0,-255.0,-74.0,-255.0,-255.0,-58.0,-255.0
1667898620551.0,-595.4,-190.91,101.57,-74.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-52.0,-255.0,-255.0,-63.0,-255.0,-67.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-70.0
1667898620674.0,-599.59,-216.25,101.92,-77.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0
1667898620790.0,-603.82,-226.16,100.08,-73.0,-73.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-73.0
1667898620904.0,-608.54,-231.13,99.84,-74.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-54.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0
1667898621018.0,-614.15,-241.57,96.97,-74.0,-69.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-49.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-70.0
1667898621133.0,-618.9,-257.52,93.7,-74.0,-255.0,-72.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0
1667898621250.0,-621.26,-280.33,94.56,-76.0,-71.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-55.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-77.0,-255.0
1667898621366.0,-620.11,-308.47,99.13,-74.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0
1667898621480.0,-617.68,-338.86,101.52,-75.0,-255.0,-63.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-73.0
1667898621594.0,-615.79,-360.34,101.25,-75.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-53.0,-255.0,-255.0,-48.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-76.0,-255.0
1667898621707.0,-616.5,-370.6,100.16,-75.0,-255.0,-66.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-48.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0
1667898621821.0,-618.11,-377.23,99.67,-73.0,-75.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-53.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-75.0,-255.0
1667898621935.0,-621.63,-387.26,97.56,-75.0,-255.0,-73.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-58.0,-255.0,-61.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-77.0
1667898622052.0,-622.26,-406.8,93.88,-74.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-77.0,-255.0,-255.0
1667898622167.0,-618.46,-430.37,94.57,-74.0,-255.0,-69.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-55.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0
1667898622281.0,-610.22,-459.01,100.31,-64.0,-71.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-51.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-75.0,-255.0,-255.0
1667898622395.0,-601.26,-486.59,102.39,-76.0,-255.0,-58.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0
1667898622508.0,-597.81,-503.3,101.31,-76.0,-72.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-50.0,-255.0,-255.0,-255.0,-48.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-76.0,-255.0,-255.0
1667898622627.0,-599.39,-510.1,98.48,-78.0,-255.0,-60.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-55.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0
1667898622740.0,-600.76,-516.16,98.41,-76.0,-74.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-75.0,-255.0,-255.0
1667898622855.0,-600.2,-527.65,96.5,-74.0,-255.0,-73.0,-255.0,-255.0,-255.0,-54.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0
1667898622968.0,-598.19,-546.13,93.56,-76.0,-74.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-78.0,-255.0
1667898623085.0,-592.11,-569.81,95.09,-76.0,-255.0,-74.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-54.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-71.0
1667898623198.0,-580.53,-595.52,99.68,-77.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-52.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0
1667898623312.0,-566.29,-622.24,101.9,-76.0,-255.0,-74.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-77.0
1667898623427.0,-557.47,-638.78,101.28,-74.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0
1667898623542.0,-555.18,-648.75,99.98,-76.0,-74.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-72.0
1667898623657.0,-555.59,-655.95,99.66,-77.0,-255.0,-70.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-38.0
1667898623774.0,-552.87,-668.57,96.13,-75.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-52.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-77.0,-255.0
1667898623889.0,-546.18,-684.43,93.29,-76.0,-255.0,-73.0,-255.0,-255.0,-255.0,-42.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-56.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-74.0
1667898624006.0,-532.04,-704.54,95.35,-75.0,-255.0,-255.0,-71.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0
1667898624123.0,-511.64,-727.22,99.97,-76.0,-75.0,-255.0,-255.0,-73.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-46.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-78.0,-255.0
1667898624239.0,-489.43,-748.51,101.64,-75.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-78.0,-255.0,-255.0
1667898624355.0,-474.56,-761.65,100.98,-73.0,-72.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-76.0
1667898624468.0,-468.28,-768.52,99.68,-77.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-75.0,-255.0,-255.0
1667898624584.0,-462.92,-776.06,99.56,-74.0,-255.0,-59.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0
1667898624700.0,-455.04,-787.41,96.61,-67.0,-75.0,-255.0,-255.0,-74.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0
1667898624817.0,-438.06,-800.95,93.37,-75.0,-255.0,-63.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0
1667898624927.0,-414.13,-813.2,96.12,-76.0,-71.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-255.0,-81.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-52.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-255.0,-79.0
1667898625042.0,-387.26,-823.33,101.04,-74.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-46.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0
1667898625154.0,-360.51,-832.0,102.34,-63.0,-59.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-81.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-53.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-70.0
1667898625269.0,-346.86,-838.76,100.72,-63.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-64.0,-255.0
1667898625381.0,-344.1,-843.36,98.4,-67.0,-255.0,-72.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0
1667898625495.0,-339.88,-847.84,98.22,-75.0,-62.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-53.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-79.0
1667898625607.0,-327.85,-854.68,95.97,-75.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0
1667898625723.0,-310.53,-863.66,93.39,-74.0,-255.0,-73.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-255.0,-55.0,-255.0,-255.0,-255.0
1667898625833.0,-286.45,-871.59,95.95,-75.0,-70.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-55.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-74.0
1667898625945.0,-259.46,-876.05,100.11,-69.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-65.0,-255.0
1667898626059.0,-230.5,-879.32,101.93,-56.0,-255.0,-255.0,-72.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0
1667898626170.0,-214.31,-881.67,101.04,-63.0,-255.0,-69.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-53.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-63.0
1667898626283.0,-205.73,-885.75,99.94,-66.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0
1667898626398.0,-199.99,-890.4,99.58,-74.0,-255.0,-68.0,-255.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-255.0,-55.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0
1667898626510.0,-189.24,-895.53,95.88,-70.0,-65.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-81.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0,-49.0,-255.0,-255.0,-255.0,-255.0
1667898626624.0,-173.35,-899.66,93.25,-74.0,-73.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-72.0,-255.0
1667898626736.0,-150.23,-901.05,95.42,-79.0,-255.0,-62.0,-255.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-81.0,-255.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-50.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0
1667898626846.0,-122.54,-900.41,99.89,-70.0,-255.0,-63.0,-255.0,-255.0,-255.0,-83.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0
1667898626958.0,-94.35,-899.26,101.59,-65.0,-70.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-82.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-52.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0
1667898627068.0,-75.14,-898.66,101.13,-66.0,-70.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-55.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-72.0
1667898627180.0,-65.58,-899.95,100.01,-61.0,-255.0,-255.0,-82.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-84.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-66.0,-255.0
1667898627290.0,-59.11,-901.9,99.71,-61.0,-255.0,-63.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-50.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0
1667898627405.0,-48.71,-905.81,97.47,-61.0,-69.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-81.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-80.0
1667898627520.0,-29.0,-907.18,93.8,-65.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-82.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0
1667898627637.0,-4.64,-904.07,94.63,-55.0,-67.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-255.0,-83.0,-255.0,-255.0,-255.0,-86.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-66.0,-255.0
1667898627753.0,25.19,-896.09,100.4,-64.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-84.0,-255.0,-255.0,-80.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-70.0,-255.0,-255.0,-255.0
1667898627869.0,53.65,-886.65,102.47,-66.0,-64.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-81.0,-255.0,-255.0,-255.0,-52.0,-255.0,-255.0,-65.0,-255.0,-255.0,-255.0,-73.0,-255.0
1667898627983.0,70.1,-883.15,101.15,-63.0,-255.0,-255.0,-66.0,-255.0,-255.0,-80.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-52.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-71.0
1667898628102.0,76.58,-884.81,98.45,-68.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-80.0,-255.0,-255.0,-84.0,-255.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-58.0,-255.0,-255.0,-255.0
1667898628218.0,82.88,-886.04,98.32,-64.0,-70.0,-255.0,-255.0,-74.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-82.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0
1667898628337.0,95.56,-884.98,96.24,-65.0,-66.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-82.0,-255.0,-255.0,-255.0,-60.0,-255.0,-255.0,-255.0,-69.0,-255.0,-255.0,-63.0,-255.0
1667898628455.0,114.93,-882.52,93.41,-62.0,-255.0,-61.0,-255.0,-255.0,-255.0,-81.0,-255.0,-255.0,-255.0,-85.0,-255.0,-255.0,-83.0,-255.0,-255.0,-255.0,-53.0,-255.0,-255.0,-55.0,-255.0,-255.0,-255.0,-82.0
1667898628571.0,139.88,-875.31,95.91,-62.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-255.0,-84.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-65.0,-255.0,-255.0
1667898628691.0,166.28,-863.24,100.27,-62.0,-66.0,-255.0,-255.0,-67.0,-255.0,-255.0,-82.0,-255.0,-255.0,-255.0,-82.0,-255.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-56.0,-255.0,-255.0,-72.0,-255.0,-255.0
1667898628810.0,192.79,-849.57,102.01,-62.0,-255.0,-59.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-55.0,-255.0,-255.0,-69.0,-255.0,-255.0,-75.0,-255.0
1667898628930.0,207.12,-843.7,100.79,-65.0,-255.0,-59.0,-255.0,-255.0,-255.0,-82.0,-255.0,-255.0,-255.0,-76.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-55.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-72.0
1667898629047.0,215.19,-843.66,99.89,-69.0,-255.0,-255.0,-255.0,-73.0,-255.0,-255.0,-83.0,-255.0,-255.0,-80.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-57.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0
1667898629167.0,224.43,-843.76,99.17,-60.0,-67.0,-255.0,-255.0,-255.0,-71.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-72.0
1667898629281.0,237.56,-841.45,94.85,-67.0,-255.0,-255.0,-81.0,-255.0,-255.0,-82.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-82.0,-75.0,-255.0,-255.0,-56.0,-255.0,-255.0,-69.0,-255.0,-255.0,-67.0,-255.0
1667898629406.0,255.46,-834.77,93.16,-57.0,-255.0,-255.0,-81.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-53.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0
1667898629522.0,278.05,-821.12,97.27,-67.0,-64.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-82.0,-255.0,-255.0,-56.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-72.0,-255.0,-255.0
1667898629639.0,303.87,-803.94,101.14,-64.0,-255.0,-56.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-63.0,-255.0,-255.0,-255.0,-85.0,-255.0,-255.0,-64.0,-255.0,-255.0,-255.0,-68.0,-255.0,-64.0,-255.0,-255.0
1667898629760.0,326.18,-789.01,101.63,-68.0,-255.0,-57.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-80.0,-255.0,-255.0,-255.0,-68.0,-255.0,-255.0,-46.0,-255.0,-255.0,-255.0,-76.0,-255.0
1667898629878.0,338.28,-782.71,100.65,-68.0,-255.0,-57.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0,-83.0,-255.0,-255.0,-35.0,-255.0,-255.0,-255.0,-65.0,-255.0,-255.0,-77.0,-255.0
1667898629999.0,344.81,-780.74,99.53,-68.0,-255.0,-255.0,-62.0,-255.0,-255.0,-255.0,-75.0,-255.0,-255.0,-75.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-54.0,-255.0,-255.0,-66.0,-255.0,-255.0,-255.0
1667898630115.0,354.09,-779.71,98.16,-66.0,-62.0,-255.0,-255.0,-80.0,-255.0,-255.0,-255.0,-79.0,-255.0,-255.0,-84.0,-255.0,-255.0,-255.0,-70.0,-255.0,-255.0,-54.0,-255.0,-255.0,-59.0,-255.0,-255.0,-255.0
1667898630238.0,371.92,-771.72,94.48,-62.0,-59.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-80.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-68.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-74.0,-255.0,-255.0
1667898630355.0,391.19,-757.21,94.19,-63.0,-255.0,-53.0,-255.0,-255.0,-255.0,-82.0,-255.0,-255.0,-74.0,-255.0,-255.0,-255.0,-81.0,-255.0,-255.0,-255.0,-59.0,-255.0,-255.0,-64.0,-255.0,-255.0,-65.0,-255.0
1667898630473.0,413.22,-735.35,99.92,-69.0,-255.0,-255.0,-60.0,-255.0,-255.0,-69.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-255.0,-54.0,-255.0,-255.0,-59.0,-255.0,-255.0,-69.0
1667898630600.0,433.2,-712.73,102.26,-255.0,-67.0,-255.0,-255.0,-51.0,-255.0,-255.0,-255.0,-77.0,-255.0,-255.0,-79.0,-255.0,-255.0,-255.0,-78.0,-255.0,-255.0,-255.0,-58.0,-255.0,-255.0,-69.0,-255.0,-255.0
1667898630710.0,447.14,-698.8,101.42,-58.0,-67.0,-255.0,-255.0,-255.0,-71.0,-69.0,-255.0,-76.0,-255.0,-255.0,-255.0,-67.0,-255.0,-255.0,-255.0,-72.0,-255.0,-255.0,-255.0,-61.0,-255.0,-255.0,-74.0,-255.0
